comment,label
I'd like to commend the city for the new recycling education program. The materials were clear and helpful.,compliment
I suggest creating more public-private partnerships to fund improvements to neighborhood parks and playgrounds.,suggestion
"Despite multiple complaints, nothing has been done about the abandoned property on Cedar Street that has become a safety hazard.",complaint
How can I find information about the property tax exemptions available for senior citizens?,inquiry
The snow removal team did an exceptional job keeping our streets clear during the recent blizzard. Thank you for your dedication!,compliment
Consider implementing a program that encourages restaurants to eliminate single-use plastics through incentives or recognition.,suggestion
The noise from construction projects routinely exceeds permitted hours and decibel levels with no enforcement.,complaint
What are the requirements for establishing a neighborhood watch program in my community?,inquiry
I want to thank the city planner who designed the new park. The layout maximizes the space beautifully and includes something for everyone.,compliment
I propose creating more community spaces where residents can gather for free cultural events and performances.,suggestion
The lack of affordable childcare options in our city is forcing parents to choose between work and family.,complaint
Could you provide information about the grant program for small business façade improvements?,inquiry
The recent improvements to the bike lane network have made commuting by bicycle much safer and more convenient.,compliment
It would be beneficial to implement a program that helps low-income residents with energy-efficient appliance upgrades.,suggestion
"The city's communication about the water main replacement project has been inadequate, leaving residents unprepared for service disruptions.",complaint
How do I request installation of a street light in a dark area of my neighborhood?,inquiry
The metro services have improved significantly over the past year.,compliment
More public libraries should be built in residential areas.,suggestion
Kudos to the sanitation workers for keeping our streets clean.,compliment
The streetlights in my area have been broken for weeks.,complaint
Where can I report a lost identity card?,inquiry
The traffic signals need better synchronization.,suggestion
Introducing an online portal for bill payments would be helpful.,suggestion
The government should consider solar-powered streetlights.,suggestion
It would be great to have more green spaces in the city.,suggestion
Is there an online platform to register property complaints?,inquiry
What are the documents required for a driving license renewal?,inquiry
How do I check the status of my tax refund?,inquiry
The online appointment system for government offices is very efficient.,compliment
I appreciate the quick response from the municipal office regarding my complaint.,compliment
How can I apply for a new electricity connection?,inquiry
The water supply is frequently disrupted.,complaint
There are too many potholes on the main road.,complaint
The public transport service is unreliable and always late.,complaint
The new park in our neighborhood is well maintained and clean.,compliment
Garbage collection has been very irregular recently.,complaint
The city should consider implementing a bike-sharing program.,suggestion
